Query,Repetition,Device,TotalTime_ms,JIT_ms,Kernel_ms,Transfer_ms,Parse_ms,Other_ms
q11.sql,1,cuda:0,7316.2,0.011566,14.7459,7300.82,9.46916,0.618856
q11.sql,2,cuda:0,37.4595,0.009428,36.7596,0.561553,5.04282,0.128875
q11.sql,3,cuda:0,37.2372,0.008903,36.8447,0.273439,4.36252,0.11022
q11.sql,4,cuda:0,37.26,0.013808,36.4835,0.614367,3.95217,0.148355
q11.sql,5,cuda:0,37.2836,0.007875,36.7552,0.413955,2.20891,0.106644
q12.sql,1,cuda:0,7803.03,0.018393,436.959,7364.73,3.59592,1.3178
q12.sql,2,cuda:0,32.1283,0.018889,31.3899,0.58235,4.94348,0.137112
q12.sql,3,cuda:0,31.9019,0.008597,31.31,0.485359,1.87594,0.097946
q12.sql,4,cuda:0,31.8771,0.009712,31.3255,0.443615,3.51998,0.098247
q12.sql,5,cuda:0,31.7753,0.007495,31.4333,0.256926,3.53179,0.07754
q13.sql,1,cuda:0,7323.84,0.032794,28.5219,7293.95,4.53696,1.33663
q13.sql,2,cuda:0,31.5375,0.013107,30.7827,0.557901,5.19572,0.183747
q13.sql,3,cuda:0,31.2217,0.011557,30.7943,0.31125,3.69344,0.10452
q13.sql,4,cuda:0,31.1122,0.00747,30.8282,0.200024,2.92412,0.07645
q13.sql,5,cuda:0,31.2983,0.011511,30.6112,0.561511,4.10644,0.114063
q21.sql,1,cuda:0,8752.82,0.009639,771.088,6912.82,17.6554,1068.9
q21.sql,2,cuda:0,41.0859,0.009853,39.5863,1.07853,16.7384,0.411232
q21.sql,3,cuda:0,39.8415,0.004272,39.1547,0.521484,15.7177,0.16108
q21.sql,4,cuda:0,39.6651,0.003775,39.1219,0.440783,20.3459,0.0987
q21.sql,5,cuda:0,39.9677,0.006213,39.0712,0.738242,19.1037,0.15202
q22.sql,1,cuda:0,8877.48,0.013811,237.536,7687.65,22.261,952.281
q22.sql,2,cuda:0,33.9407,0.006597,33.2068,0.477962,20.5642,0.249289
q22.sql,3,cuda:0,33.6532,0.006393,33.1353,0.395329,20.4354,0.116121
q22.sql,4,cuda:0,33.6681,0.006342,33.1468,0.400442,15.7057,0.114511
q22.sql,5,cuda:0,33.6202,0.006051,33.0699,0.431317,15.4938,0.112991
q23.sql,1,cuda:0,8375.47,0.009667,605.339,6748.83,23.9098,1021.29
q23.sql,2,cuda:0,33.7658,0.005288,33.0946,0.52409,26.8369,0.141818
q23.sql,3,cuda:0,33.8087,0.006255,33.1124,0.565505,30.7256,0.124522
q23.sql,4,cuda:0,33.6718,0.004275,33.1251,0.427223,20.4969,0.115162
q23.sql,5,cuda:0,33.8692,0.005214,33.2684,0.416013,22.3559,0.179596
q31.sql,1,cuda:0,8864.9,0.010953,264.265,7383.06,19.8907,1217.56
q31.sql,2,cuda:0,44.7753,0.005734,44.1455,0.494502,13.5164,0.129607
q31.sql,3,cuda:0,44.931,0.005713,44.4271,0.378741,12.5561,0.119437
q31.sql,4,cuda:0,45.0749,0.004973,44.5105,0.395492,11.9942,0.163913
q31.sql,5,cuda:0,44.9263,0.006572,44.3866,0.417531,12.0349,0.115661
q32.sql,1,cuda:0,8294.72,0.008532,11.6447,7041.73,15.6158,1241.33
q32.sql,2,cuda:0,34.9694,0.005575,34.3302,0.50236,13.0141,0.131317
q32.sql,3,cuda:0,35.2259,0.058171,34.4883,0.43101,12.6587,0.248479
q32.sql,4,cuda:0,35.0673,0.005566,34.5033,0.424572,12.4952,0.133882
q32.sql,5,cuda:0,35.0825,0.006516,34.48,0.462146,12.4148,0.133899
q33.sql,1,cuda:0,8083.87,0.017523,8.69571,6863.86,14.4023,1211.3
q33.sql,2,cuda:0,32.4366,0.011898,31.6305,0.518598,13.5776,0.275678
q33.sql,3,cuda:0,32.5736,0.015636,31.8656,0.418427,13.2244,0.273907
q33.sql,4,cuda:0,32.1786,0.008492,31.6012,0.430524,12.7778,0.138412
q33.sql,5,cuda:0,32.163,0.009104,31.5932,0.425751,13.1579,0.134952
q34.sql,1,cuda:0,8036.98,0.022172,9.07728,6813.4,20.4028,1214.48
q34.sql,2,cuda:0,32.1088,0.005557,31.5483,0.429057,13.5809,0.125855
q34.sql,3,cuda:0,32.0872,0.006455,31.5431,0.419994,12.4407,0.117706
q34.sql,4,cuda:0,32.2038,0.008587,31.6348,0.404097,12.4644,0.156316
q34.sql,5,cuda:0,32.1232,0.005499,31.6204,0.37375,12.3951,0.123538
q41.sql,1,cuda:0,8546.62,0.015332,696.325,6901.49,24.0136,948.794
q41.sql,2,cuda:0,54.5008,0.007881,53.7149,0.607886,23.034,0.170073
q41.sql,3,cuda:0,54.9234,0.009395,53.8998,0.75568,22.2408,0.258517
q41.sql,4,cuda:0,54.4311,0.006962,53.7473,0.527755,22.1246,0.149045
q41.sql,5,cuda:0,54.4221,0.007765,53.7527,0.511975,22.6282,0.149698
q42.sql,1,cuda:0,8670.14,0.01709,562.258,6860.21,25.9005,1247.65
q42.sql,2,cuda:0,48.5804,0.00909,47.8471,0.552905,20.3482,0.171253
q42.sql,3,cuda:0,48.4404,0.007417,47.7279,0.53716,19.813,0.167901
q42.sql,4,cuda:0,48.4251,0.008258,47.738,0.529169,20.2488,0.149618
q42.sql,5,cuda:0,48.9198,0.011052,47.8916,0.795891,56.4702,0.221302
q43.sql,1,cuda:0,9269.08,0.014662,280.585,7722.36,16.5244,1266.13
q43.sql,2,cuda:0,41.1273,0.007715,40.2138,0.72727,16.993,0.1785
q43.sql,3,cuda:0,41.1115,0.009224,40.228,0.654187,17.977,0.220047
q43.sql,4,cuda:0,41.0589,0.005954,40.3015,0.602963,19.8101,0.148442
q43.sql,5,cuda:0,40.9715,0.006536,40.1638,0.651776,27.849,0.149327
